,Main title,property_type,monthly_rent,bills,property_features,deposit,property_rules
704,Luminous apartment with 1 bedroom for rent in Charlottenburg-Wilmersdorf,"Apartment
1
bedrooms
1
bathrooms
70
m2","Monthly rent
1470 €","Bills
Electricity
Included
Water
Included
Gas
No gas
Wifi
Included","Furnished
TV
Dishwasher
Washing machine
Exterior
Equipped kitchen
Electric water heating
Individual electric units for heating
Oven
70 m2",1 month's rent,"Landlord policies
Lives on property: no
Cleaning fee upon check out: €30 per hour
Guarantor required: yes, if you have no independent source of income
Additional documents (tenant):
Certificate of enrollment: yes (students only)
Work contract: yes
Copy of ID or passport: yes
Copy of bank statement: yes
If you do not have an independent source of income you can provide a guarantor instead.
Additional documents (guarantor, if applicable):
Guarantor agreement: yes
Copy of guarantor ID: yes
Copy of guarantor bank statement: yes"
705,Lovely room for rent in apartment with 3 bedrooms in trendy Friedrichshain,"Room
3
flatmates
1
bathrooms
105
m2","Monthly rent
900 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Dishwasher
Washing machine
Exterior
Equipped kitchen
Balcony or terrace
Pet-friendly
Smoking allowed
Central water heating
Heating
Oven
105 m2",1 month's rent,"Landlord policies
Overnight guests permitted: yes
Maximum consecutive nights: 7
Maximum nights per month: 7
Payment method: bank transfer
Other costs
GEZ-Gebühr (TV license): no, not included in rent
Check-in/out:
Check-in hours: Monday-Friday 10:00-18:00
Check-out hours: before 12:00
Out of hours check-in: €100
Required documentation:
ID / Passport
Your landlord speaks: English, German
Your landlord does not live on the property"
706,Room for rent near Silent Green Kulturquartie in Wedding,"Studio
1
bathrooms
45
m2","Monthly rent
998 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Washing machine
Equipped kitchen
Balcony or terrace
Smoking allowed
Central water heating
Heating
Oven
45 m2",2 months' rent,"Landlord policies
Your landlord does not live on the property - but has a store on the other side of the kitchen
You will share the kitchen and bathroom with the employees of the store"
707,Charming Studio apartment for rent in Prenzlauer Berg,"Studio
1
bathrooms
29
m2","Monthly rent
950 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Washing machine
Equipped kitchen
Central water heating
Heating
Oven
29 m2",1 month's rent,"Landlord policies
Languages spoken: English, German
Lives on property: no
Deposit: 1 month’s rent
Payment method: bank transfer
Additional documentation:
ID / Passport
Liability Insurance"
708,Hip apartment with 2 bedrooms for rent near Wasserglocke in Prenzlauer Berg,"Apartment
2
bedrooms
1
bathrooms","Monthly rent
2500 €","Bills
Electricity
Not included
Estimation requested to Landlord
Water
Not included
Estimation requested to Landlord
Gas
Not included
Estimation requested to Landlord
Wifi
Not included
Estimation requested to Landlord","Furnished
TV
Dishwasher
Washing machine
Equipped kitchen
Central water heating
Heating
Oven",1 month's rent,"Landlord policies
Languages spoken: German, English
Lives on property: no
Payment method: bank transfer
Check-in/out:
Check-out cleaning fee: €120 (payable at check-out)
Additional documentation:
ID / Passport
Recent Paychecks / Bank Statement
Guarantor"
709,Nice 2-bedroom apartment for rent in Friedrichshain-Kreuzberg,"Apartment
2
bedrooms
1
bathrooms
105
m2","Monthly rent
1700 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Dishwasher
Washing machine
Exterior
Elevator
Parking available
Other heating system
Oven
105 m2",1 month's rent,"Landlord policies
Languages spoken: German, Italian
Lives on property: no
Payment method: bank transfer
Maximum occupancy: 2 people
Additional documentation:
ID / Passport
Work Contract
Recent Paychecks / Bank Statement
Guarantor (if you don't have a work contract)"
710,"1-Bedroom apartment for rent in Friedrichshain, Berlin","Apartment
1
bedrooms
1
bathrooms
34
m2","Monthly rent
1050 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Washing machine
Equipped kitchen
Oven
34 m2",1.5 months' rent,"Landlord policies
Overnight guests permitted: yes, if the apartment is big enough
Payment method: bank transfer; credit card; PayPal / cash (only in exceptional cases)
Check-in/out:
Check-in/out hours: 9:00 - 18:00 (Monday to Friday)
Additional documentation:
ID / Passport
Work Contract
Proof of Income
University Acceptance letter (if applicable)
Guarantor (if you don't have proof of income)
Your landlord speaks: English, German
Your landlord does not live on the property"
711,Studio in Berlin,"Studio
1
bathrooms
26
m2","Monthly rent
1000 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Washing machine
Elevator
Equipped kitchen
Central water heating
Heating
Clothes dryer
Oven
26 m2",2 months' rent,"Landlord policies
Important: you must pay the deposit within 5 days of your booking being accepted or the booking will be cancelled
Languages spoken: English, German
Lives on property: no
Overnight guests permitted: yes
Payment method: bank transfer
Additional documentation:
ID / Passport
Your move-in date must be the 1st or 15th of the month.
Tenants must be between 18 and 35 years of age."
712,Bright studio apartment for rent in Friedrichshain-Kreuzberg,"Studio
1
bathrooms
45
m2","Monthly rent
1400 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Washing machine
Exterior
Equipped kitchen
Other heating system
Oven
45 m2",700€,"Landlord policies
Languages spoken: German
Lives on property: no
Payment method: bank transfer
Smoking allowed: no
Pets permitted: no
Maximum occupancy: 2 people
Documents needed:
Copy of ID
Proof of income (last 3 months)
Guarantee statement (plus ID of the guarantor and contact details)
Copy of employment contract"
713,Room with single bed for rent in 6-bedroom apartment in Kreuzberg,"Room
6
flatmates
2
bathrooms
170
m2","Monthly rent
330 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Washing machine
Equipped kitchen
Central water heating
Heating
Oven
170 m2",700€,"Landlord policies
Languages spoken: English, German, Russian
Lives on property: no
Payment method: bank transfer
Overnight guests: not allowed
Registration is provided
Important: none of the rooms have an independent key.
Documents required:
Proof of income (last 3 months) or work contract: yes
Proof of enrollment (students): yes
Guarantor (if you don't have proof of income): yes
Copy of guarantor's ID: yes
Copy of guarantor's work contract: yes
The landlord only accepts tenants under the age of 35.
This landlord only accept bookings starting at the beginning/end of the month
Check-in/out:
Check-in hours: Monday - Friday from 10:00 - 16:00
You will have to pick up your key at the landlord's office. You will receive the address once your booking is confirmed."
714,Spacious room in apartment with 3 bedrooms in Tempelhof-Schöneberg,"Room
3
flatmates
1
bathrooms
50
m2","Monthly rent
592 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Dishwasher
Washing machine
Exterior
Equipped kitchen
Natural gas water heating
Heating
Oven
50 m2",750€,"Landlord policies
Languages spoken: English, French, German, Russian
Lives on property: no
Overnight guests permitted: yes
Payment method: cash; bank transfer
Additional documentation:
ID / Passport
Work Contract
University acceptance letter (if applicable)
Recent Paychecks / Bank Statement"
715,Bright room for rent in 4-bedroom apartment in Tempelhof,"Room
4
flatmates
3
bathrooms
80
m2","Monthly rent
540 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Washing machine
Equipped kitchen
Smoking allowed
Natural gas water heating
Heating
Oven
80 m2",2 months' rent,"Landlord policies
Languages spoken: English, German,
Lives on property: no
Overnight guests permitted: no
Deposit: 2 months’ rent
Payment method: cash; bank transfer
Additional documentation:
ID / Passport
Work Contract
University Acceptance letter (if applicable)
Recent Paychecks / Bank Statement
Liability Insurance"
716,Sunny apartment with 1 bedroom and balcony for rent in Kreuzberg,"Apartment
1
bedrooms
1
bathrooms","Monthly rent
1690 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Washing machine
Equipped kitchen
Balcony or terrace
Oven",2 months' rent,"Landlord policies
Payment method: bank transfer
Check-in/out:
Check-out cleaning fee: €150 (payable at check-out)
Required documentation:
ID / Passport
Recent paychecks / Bank statement
Your landlord speaks: English"
717,"Room in 8-bedroom apartment in Kreuzberg, Berlin","Room
8
flatmates
3
bathrooms
155
m2","Monthly rent
520 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Washing machine
Exterior
Equipped kitchen
Central water heating
Heating
Oven
155 m2",950€,"Landlord policies
Languages spoken: English, German, Italian
Lives on property: no
Payment method: bank transfer
Cleaning fee: €50 (payable before check in)
Additional documentation:
ID / Passport
Landlord provides registration
The landlord only accepts tenants under the age of 35.
The deposit must be paid as soon as the tenant receives the rental contract"
718,Charming studio apartment for rent in Friedrichshain-Kreuzberg,"Studio
1
bathrooms
35
m2","Monthly rent
1300 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Washing machine
Exterior
Equipped kitchen
Other heating system
Oven
35 m2",700€,"Landlord policies
Languages spoken: German
Lives on property: no
Payment method: bank transfer
Smoking allowed: no
Pets permitted: no
Maximum occupancy: 2 people
Documents required:
Copy of ID
Proof of income (last 3 months)
Guarantee statement (plus ID of the guarantor and contact details)
Copy of employment contract"
719,Pet-friendly studio apartment with heated floors for rent in Tempelhof-Schöneberg,"Studio
1
bathrooms
36
m2","Monthly rent
890 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Washing machine
Dryer
Equipped kitchen
Central water heating
Heating
Drying rack
36 m2",1 month's rent,"Landlord policies
Languages spoken: English, Italian and German
Lives in property: no
Payment method: credit card
Other costs:
Cleaning (every 2 weeks): €50 per month
Check-out cleaning fee: €50 (payable at check-out)
Additional documentation:
ID / Passport
Work contract
Liability insurance"
720,Modern 1-bedroom apartment with view of Tiergarten for rent in Mitte,"Apartment
1
bedrooms
1
bathrooms
56
m2","Monthly rent
1280 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Washing machine
Exterior
Elevator
Equipped kitchen
Parking available
Central water heating
Heating
Drying rack
Oven
56 m2","1,500€","Landlord policies
Languages spoken: English, German, Czech
Lives on property: no
Deposit: €2,000
Payment method: bank transaction
Final cleaning fee:
A final cleaning fee of around €200 will be deducted from your deposit when you move out."
721,"Spacious room with double bed for rent in Treptow-Köpenick, Berlin","Room
4
flatmates
1
bathrooms
65
m2","Monthly rent
659 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Dishwasher
Washing machine
Dryer
Exterior
Equipped kitchen
Central water heating
Heating
Oven
65 m2",2 months' rent,"Landlord policies
Registration is possible
Languages spoken: English, German
Lives on property: no
Payment method: bank transfer
Check-in/out:
Check-in hours: 09:00 - 12:00
Check-out cleaning fee: €50 (to be paid at the start of your tenancy)
Additional documentation:
ID / Passport
Work Contract
University Acceptance letter (if applicable)
Recent Paychecks / Bank Statement
Guarantor
Variable rent: (to cover VAT)
Staying 2-6 months: the rent price shown increases by 7% to cover VAT
Staying longer than 6 months: price as shown
Note: The deposit must be transferred to the landlord before you check-in"
722,Bright apartment with 1 bedroom for rent in Treptow-Köpenick,"Apartment
1
bedrooms
1
bathrooms
45
m2","Monthly rent
1350 €","Bills
Electricity
Included
Water
Included
Gas
No gas
Wifi
Included","Furnished
A/C
TV
Dishwasher
Washing machine
Exterior
Equipped kitchen
Balcony or terrace
Parking available
Electric water heating
Heating
Oven
45 m2",2 months' rent,"Landlord policies
Languages spoken: English, German
Lives on property: no
Deposit: 2 months’ rent
Payment method: bank transfer
Additional documentation:
ID / Passport
Recent Paychecks / Bank Statement"
723,Room for rent in apartment with 7 bedrooms in Berlin,"Room
7
flatmates
1
bathrooms","Monthly rent
529 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Washing machine
Equipped kitchen
Oven",700€,"Landlord policies
Languages spoken: English, German, Russian
Documents required:
Passport / ID
Proof of income (last 3 months) OR work contract
Proof of entrollment (for students only)
Registration is possible
Final cleaning fee
Rooms: up to 100€ if needed
Apartments/Studios: up to 250€ if needed
German broadcasting fee (GEZ) is not included
This landlord has a maximum age for rentals:
Rooms 35 years
Studios/Apartments 40 years"
